Freelancer_ID,Job_Category,Platform,Experience_Level,Client_Region,Payment_Method,Job_Completed,Earnings_USD,Hourly_Rate,Job_Success_Rate,Client_Rating,Job_Duration_Days,Project_Type,Rehire_Rate,Marketing_Spend
5969,App Development,Freelancer,Beginner,Canada,PayPal,74,1308.94,63.83,75.05,3.66,44,Fixed,56.81,496.0
5970,Customer Support,Upwork,Intermediate,Middle East,Crypto,24,3713.44,59.82,88.1,3.13,82,Fixed,39.76,11.44
5971,SEO,PeoplePerHour,Expert,Australia,PayPal,293,116.0,53.8,84.32,4.34,53,Hourly,48.32,94.89
5972,SEO,PeoplePerHour,Expert,Europe,Crypto,90,1378.63,57.52,52.13,4.55,51,Fixed,29.0,381.41
5973,Web Development,Freelancer,Intermediate,Australia,Crypto,227,2407.71,26.88,81.88,3.61,75,Hourly,32.55,327.14
5974,App Development,Upwork,Beginner,USA,Crypto,98,2939.69,12.7,53.55,3.38,37,Hourly,79.32,197.62
5975,App Development,Upwork,Beginner,UK,Mobile Banking,122,3724.79,38.64,81.57,3.61,67,Hourly,35.26,379.36
5976,App Development,Freelancer,Expert,Asia,Crypto,75,5127.68,51.85,68.8,3.3,78,Fixed,79.32,395.94
5977,Content Writing,Upwork,Beginner,Middle East,Crypto,204,2969.56,65.04,64.0,4.23,61,Fixed,74.64,377.24
5978,App Development,Fiverr,Intermediate,Asia,PayPal,234,2873.65,39.27,87.74,5.0,20,Fixed,56.92,9.0
5979,Digital Marketing,Fiverr,Expert,Middle East,Bank Transfer,90,8651.95,80.65,99.34,3.9,89,Fixed,54.01,321.85
5980,Content Writing,Freelancer,Beginner,Australia,Mobile Banking,293,2472.03,99.83,67.73,4.71,78,Fixed,24.12,179.78
5981,App Development,Upwork,Intermediate,Europe,Mobile Banking,280,845.18,43.68,50.28,3.95,80,Fixed,79.32,492.46
5982,Data Entry,PeoplePerHour,Beginner,Asia,Crypto,216,2461.32,26.07,50.28,3.33,85,Hourly,61.45,338.31
5983,Graphic Design,Toptal,Beginner,Asia,Bank Transfer,49,3151.26,14.56,72.56,4.5,46,Fixed,39.6,308.84
5984,App Development,Fiverr,Intermediate,UK,PayPal,172,3208.48,43.05,84.21,3.73,42,Hourly,42.26,9.0
5985,Data Entry,PeoplePerHour,Intermediate,Europe,Mobile Banking,249,2370.89,8.34,98.47,3.43,4,Hourly,53.99,191.81
5986,Customer Support,Upwork,Beginner,Middle East,PayPal,204,9294.04,55.28,70.34,4.49,83,Fixed,65.11,170.72
5987,Data Entry,Freelancer,Intermediate,Australia,Mobile Banking,182,4588.32,46.71,68.5,3.49,66,Hourly,47.57,92.53
5988,Graphic Design,Toptal,Intermediate,Australia,Crypto,44,621.58,43.89,84.48,4.9,20,Fixed,66.49,459.54
5989,Content Writing,Upwork,Beginner,USA,Mobile Banking,167,116.0,63.13,96.57,4.7,89,Fixed,43.02,208.17
5990,Graphic Design,Fiverr,Beginner,UK,PayPal,22,1748.73,52.61,50.28,3.42,45,Hourly,63.7,476.3
5991,App Development,Upwork,Beginner,USA,Mobile Banking,254,2740.04,77.15,50.82,3.81,54,Hourly,72.6,303.78
5992,Data Entry,Fiverr,Expert,USA,Crypto,116,116.0,95.6,82.92,4.28,39,Fixed,58.21,73.64
5993,Graphic Design,Upwork,Expert,Middle East,Mobile Banking,221,6331.09,99.83,90.52,3.04,68,Fixed,31.53,241.71
5994,Graphic Design,PeoplePerHour,Expert,Middle East,PayPal,88,5435.79,36.55,81.91,3.61,28,Hourly,23.59,285.0
5995,Content Writing,Fiverr,Expert,UK,Crypto,196,7191.79,84.81,60.52,3.55,67,Hourly,52.36,413.33
5996,Web Development,PeoplePerHour,Intermediate,Europe,Mobile Banking,24,1668.44,39.11,96.03,3.34,65,Hourly,78.41,193.33
5997,Graphic Design,Upwork,Expert,Europe,Mobile Banking,163,6293.81,21.99,90.69,4.03,74,Hourly,74.73,297.89
5998,Customer Support,Freelancer,Beginner,USA,PayPal,210,9911.0,71.21,70.82,3.33,43,Fixed,10.45,291.86
5999,Web Development,Toptal,Beginner,USA,Crypto,83,9373.61,77.37,71.46,5.0,56,Hourly,60.3,275.8
6000,Web Development,Fiverr,Beginner,Asia,Crypto,293,5289.13,99.83,79.27,4.63,69,Fixed,55.85,234.14
6001,Graphic Design,Freelancer,Intermediate,Australia,PayPal,25,116.0,19.04,77.14,3.75,66,Fixed,10.45,471.97
6002,Content Writing,Freelancer,Expert,Europe,Crypto,293,5978.6,57.37,77.63,3.09,89,Fixed,41.0,224.66
6003,App Development,Fiverr,Intermediate,Middle East,PayPal,45,2138.86,46.9,66.71,4.04,58,Hourly,30.72,435.7
6004,App Development,Fiverr,Beginner,Australia,Bank Transfer,204,7229.31,49.87,66.98,3.84,24,Fixed,24.18,496.0
6005,Digital Marketing,Upwork,Expert,Middle East,Mobile Banking,123,9911.0,38.27,86.47,3.68,40,Hourly,74.0,158.07
6006,Content Writing,Fiverr,Expert,UK,Crypto,113,3580.8,57.57,88.27,3.72,71,Hourly,51.15,187.07
6007,Content Writing,Fiverr,Intermediate,Middle East,Bank Transfer,151,4250.02,89.75,68.97,4.58,82,Fixed,71.9,281.56
6008,Customer Support,Freelancer,Beginner,USA,Mobile Banking,113,4732.83,63.74,89.35,4.67,47,Fixed,40.79,330.61
6009,Digital Marketing,Fiverr,Intermediate,Middle East,Bank Transfer,293,4704.07,44.98,72.04,4.24,24,Fixed,39.04,9.0
6010,Content Writing,Upwork,Intermediate,Middle East,Crypto,129,8168.52,68.63,62.9,4.6,36,Hourly,50.7,281.75
6011,Customer Support,Toptal,Expert,UK,Mobile Banking,69,4968.38,22.48,56.24,3.32,16,Fixed,53.44,333.63
6012,Customer Support,Toptal,Beginner,Middle East,Crypto,19,8170.54,77.68,63.42,4.24,78,Hourly,59.4,44.77
6013,App Development,PeoplePerHour,Expert,Middle East,Bank Transfer,121,8051.0,85.12,70.76,3.06,48,Fixed,49.32,203.79
6014,SEO,Upwork,Expert,Europe,PayPal,166,7166.67,34.26,61.56,3.7,53,Hourly,47.49,454.91
6015,SEO,Upwork,Expert,Asia,Bank Transfer,71,4142.32,17.78,55.53,4.51,76,Fixed,10.45,83.99
6016,Content Writing,Upwork,Intermediate,Middle East,Crypto,57,1795.69,41.94,81.33,3.5,39,Hourly,55.96,277.07
6017,App Development,PeoplePerHour,Beginner,Australia,Bank Transfer,98,268.46,64.57,65.12,3.99,51,Hourly,28.47,71.78
6018,Content Writing,Toptal,Expert,UK,PayPal,138,3238.71,45.02,84.69,3.25,73,Fixed,20.01,347.53
6019,App Development,Freelancer,Beginner,Asia,PayPal,72,8104.53,47.76,99.34,3.88,42,Fixed,65.43,235.49
6020,Graphic Design,Upwork,Beginner,Canada,PayPal,106,6944.06,62.35,76.61,4.05,46,Fixed,23.26,434.87
6021,Data Entry,PeoplePerHour,Expert,USA,Bank Transfer,31,3582.4,87.01,50.28,3.65,67,Fixed,36.5,266.21
6022,Graphic Design,Upwork,Intermediate,Middle East,Crypto,287,1322.17,56.88,59.04,4.71,41,Fixed,42.88,320.47
6023,SEO,Toptal,Intermediate,UK,Bank Transfer,192,9319.0,26.46,59.43,4.02,46,Fixed,16.58,138.59
6024,Data Entry,Fiverr,Expert,Australia,PayPal,64,7175.2,75.87,55.88,4.4,41,Fixed,42.3,496.0
6025,SEO,Upwork,Expert,Australia,Bank Transfer,266,8535.26,84.3,68.07,3.05,58,Hourly,70.16,467.06
6026,Content Writing,PeoplePerHour,Intermediate,Canada,Bank Transfer,123,8813.27,47.54,80.8,4.29,40,Fixed,19.61,216.39
6027,Graphic Design,Fiverr,Intermediate,Europe,PayPal,270,3442.24,99.83,84.13,3.04,39,Hourly,37.12,496.0
6028,App Development,Fiverr,Intermediate,Canada,PayPal,11,4731.26,54.28,86.51,4.78,68,Hourly,21.25,208.74
6029,SEO,Freelancer,Beginner,UK,PayPal,163,6136.7,48.94,57.92,3.41,35,Fixed,54.2,292.58
6030,App Development,Toptal,Expert,Asia,Bank Transfer,159,7595.47,59.94,60.55,3.35,40,Hourly,62.7,370.97
6031,Data Entry,Toptal,Expert,Middle East,Crypto,188,5283.38,29.21,76.66,3.32,42,Fixed,44.01,109.59
6032,Content Writing,Upwork,Intermediate,Australia,Mobile Banking,208,6119.32,55.35,64.73,4.36,78,Fixed,16.77,388.59
6033,Customer Support,Upwork,Beginner,UK,PayPal,274,2784.89,25.09,77.02,4.25,13,Hourly,56.1,116.98
6034,SEO,Upwork,Expert,Europe,PayPal,116,2681.93,82.89,71.12,3.04,58,Hourly,66.62,298.85
6035,Customer Support,Fiverr,Expert,Australia,Mobile Banking,244,9911.0,68.05,89.83,4.78,46,Fixed,44.86,246.44
6036,SEO,Fiverr,Expert,Middle East,Mobile Banking,133,528.39,10.57,60.66,3.56,38,Hourly,28.61,298.62
6037,Customer Support,Fiverr,Intermediate,Middle East,Mobile Banking,126,3864.74,21.99,58.85,4.16,36,Fixed,37.61,368.16
6038,Content Writing,PeoplePerHour,Expert,Europe,Bank Transfer,229,6676.73,43.45,62.96,4.14,22,Hourly,13.65,385.88
6039,Graphic Design,Toptal,Intermediate,Middle East,Mobile Banking,30,8964.48,47.15,54.8,3.18,31,Hourly,55.21,296.19
6040,SEO,Upwork,Expert,Australia,Crypto,211,1483.52,29.21,84.41,4.68,47,Fixed,26.06,25.8
6041,SEO,PeoplePerHour,Expert,Europe,Bank Transfer,62,2033.2,51.86,66.5,3.04,18,Fixed,10.96,86.43
6042,SEO,Fiverr,Intermediate,Australia,Mobile Banking,134,8895.8,89.49,85.93,4.26,46,Fixed,51.15,9.0
6043,Web Development,Fiverr,Intermediate,Europe,PayPal,155,7217.71,32.5,83.52,3.28,23,Fixed,47.66,105.18
6044,Web Development,PeoplePerHour,Expert,Europe,Mobile Banking,174,4160.15,88.5,57.82,3.97,29,Hourly,27.45,348.95
6045,App Development,Fiverr,Beginner,UK,PayPal,139,3925.41,36.31,67.89,3.38,46,Fixed,46.76,122.46
6046,SEO,Freelancer,Beginner,Canada,Bank Transfer,116,5299.3,18.51,57.33,4.49,34,Hourly,10.45,341.31
6047,Customer Support,Freelancer,Beginner,Australia,PayPal,277,5526.87,74.11,86.4,3.74,5,Hourly,31.39,62.51
6048,Data Entry,Freelancer,Intermediate,UK,Crypto,266,5358.3,63.4,88.08,4.42,69,Hourly,44.82,292.61
6049,Web Development,PeoplePerHour,Intermediate,Australia,Bank Transfer,121,5739.96,65.48,55.05,4.11,71,Hourly,30.85,105.1
6050,Data Entry,Fiverr,Expert,UK,Bank Transfer,165,5180.64,21.21,84.93,4.02,69,Hourly,37.02,131.31
6051,Customer Support,Fiverr,Expert,Australia,Bank Transfer,241,3134.98,10.38,80.33,3.35,32,Hourly,79.32,259.51
6052,Graphic Design,Fiverr,Expert,Middle East,Bank Transfer,246,6590.76,42.28,80.16,4.09,89,Hourly,10.45,442.26
6053,Customer Support,Freelancer,Expert,Asia,Crypto,259,9255.93,45.72,64.36,3.31,72,Fixed,75.47,312.75
6054,SEO,Fiverr,Intermediate,Europe,Bank Transfer,189,3374.73,66.93,67.92,3.67,53,Fixed,43.52,397.12
6055,SEO,Fiverr,Beginner,USA,Bank Transfer,185,7329.41,8.34,68.37,3.27,35,Hourly,25.89,216.12
6056,Data Entry,Toptal,Intermediate,Australia,Crypto,112,4178.71,99.67,99.34,4.04,25,Hourly,61.99,145.7
6057,Data Entry,Upwork,Beginner,UK,Crypto,57,1735.62,37.5,51.12,3.74,58,Hourly,50.8,494.83
6058,Graphic Design,Upwork,Beginner,Australia,Crypto,265,3678.22,82.19,85.17,3.26,52,Hourly,32.59,496.0
6059,Data Entry,Freelancer,Beginner,UK,PayPal,71,9190.4,64.8,72.73,3.74,39,Hourly,44.43,347.84
6060,Digital Marketing,Freelancer,Expert,UK,Bank Transfer,233,9911.0,70.76,57.83,4.64,61,Fixed,55.6,124.48
6061,Customer Support,Toptal,Beginner,Australia,Crypto,145,5620.04,15.15,69.8,3.26,11,Hourly,19.25,241.99
6062,App Development,PeoplePerHour,Expert,Middle East,Bank Transfer,213,116.0,41.3,78.59,3.96,34,Fixed,63.89,470.04
6063,App Development,Toptal,Expert,Australia,Crypto,73,9099.11,8.47,96.04,3.48,50,Hourly,26.92,429.16
6064,Data Entry,Upwork,Beginner,Australia,Bank Transfer,284,5482.7,99.83,63.28,3.61,78,Fixed,57.98,223.33
6065,Web Development,Freelancer,Intermediate,Australia,Crypto,162,7609.7,36.59,99.34,4.12,17,Fixed,28.05,37.09
6066,Web Development,Fiverr,Expert,Middle East,Crypto,67,3857.06,61.76,88.55,4.71,69,Fixed,28.15,427.09
6067,Content Writing,Upwork,Beginner,Asia,Crypto,192,5560.61,62.77,63.36,4.3,41,Fixed,28.86,9.0
6068,Data Entry,Freelancer,Intermediate,Middle East,Crypto,180,3190.5,21.73,74.4,3.53,25,Fixed,64.52,286.17
6069,Graphic Design,Toptal,Intermediate,USA,Bank Transfer,139,4127.0,44.69,72.71,4.91,48,Hourly,58.45,260.62
6070,Content Writing,Freelancer,Beginner,Australia,Crypto,100,1157.26,83.32,85.73,4.27,18,Fixed,51.57,331.74
6071,Content Writing,PeoplePerHour,Expert,Asia,Mobile Banking,11,5647.02,27.36,99.34,3.04,61,Hourly,31.82,324.55
6072,Web Development,Toptal,Expert,Europe,PayPal,293,8265.55,61.72,55.47,3.31,28,Hourly,39.21,150.51
6073,Web Development,Freelancer,Intermediate,Europe,Bank Transfer,293,4232.94,37.53,53.39,4.67,70,Fixed,30.51,301.54
6074,Content Writing,Freelancer,Beginner,USA,PayPal,255,742.53,66.81,73.92,4.76,25,Fixed,26.29,35.05
6075,SEO,Upwork,Beginner,USA,Bank Transfer,219,9911.0,82.79,73.87,3.17,50,Hourly,68.85,285.65
6076,Graphic Design,Fiverr,Beginner,USA,Crypto,204,1635.02,58.38,76.39,3.66,15,Fixed,62.8,123.03
6077,Content Writing,Freelancer,Expert,UK,Crypto,182,116.0,40.54,61.39,3.95,75,Fixed,25.98,9.0
6078,Data Entry,PeoplePerHour,Expert,Canada,Mobile Banking,144,9553.09,52.9,58.52,5.0,89,Fixed,24.59,496.0
6079,Graphic Design,Fiverr,Beginner,UK,Mobile Banking,286,5519.2,21.65,82.74,3.84,36,Fixed,62.69,177.74
6080,Data Entry,Upwork,Beginner,Australia,Bank Transfer,66,5350.07,46.68,65.0,4.3,85,Fixed,44.02,281.17
6081,Web Development,Freelancer,Beginner,Australia,Crypto,261,4476.93,47.24,66.67,3.64,53,Hourly,28.7,248.52
6082,Graphic Design,PeoplePerHour,Intermediate,USA,Crypto,88,7120.84,32.98,99.34,4.56,40,Fixed,38.68,367.43
6083,SEO,Upwork,Expert,Canada,Mobile Banking,110,3452.15,36.09,79.93,3.21,72,Hourly,47.18,302.69
6084,Content Writing,PeoplePerHour,Expert,Canada,Mobile Banking,64,2989.73,21.61,50.28,4.65,40,Hourly,37.66,149.24
6085,Graphic Design,PeoplePerHour,Intermediate,Canada,Mobile Banking,210,6541.11,18.96,75.71,5.0,11,Hourly,50.93,268.84
6086,Graphic Design,Upwork,Beginner,Australia,Crypto,208,3755.95,99.83,51.55,3.04,21,Hourly,34.87,496.0
6087,Digital Marketing,Freelancer,Expert,UK,Crypto,293,6963.4,30.05,69.54,4.81,51,Fixed,72.76,253.98
6088,Web Development,Fiverr,Intermediate,UK,Bank Transfer,66,7210.13,60.65,99.34,5.0,6,Fixed,44.25,255.82
6089,Data Entry,Freelancer,Expert,Europe,Bank Transfer,11,4084.49,45.43,58.98,4.0,73,Fixed,10.45,105.19
6090,Web Development,Fiverr,Expert,Middle East,PayPal,172,3137.96,47.18,61.81,3.83,64,Hourly,43.21,246.88
6091,Web Development,Upwork,Expert,Asia,Crypto,94,5293.27,69.23,74.57,4.64,38,Fixed,30.33,187.26
6092,SEO,Fiverr,Beginner,UK,Crypto,194,5865.78,49.48,50.28,4.01,33,Fixed,47.21,236.63
6093,Graphic Design,Fiverr,Beginner,Australia,Crypto,236,3594.25,62.48,74.21,4.57,1,Hourly,22.8,496.0
6094,Content Writing,PeoplePerHour,Beginner,Canada,PayPal,168,9911.0,35.79,81.12,4.08,55,Hourly,40.25,434.06
6095,Web Development,Upwork,Beginner,Canada,PayPal,92,7857.41,63.92,86.57,3.6,46,Hourly,74.64,496.0
6096,App Development,Toptal,Intermediate,Australia,PayPal,17,6126.61,33.5,84.96,4.21,46,Hourly,73.0,300.27
6097,SEO,Toptal,Expert,Europe,Mobile Banking,250,4257.67,39.58,94.65,3.87,1,Hourly,10.45,259.29
6098,Content Writing,Upwork,Intermediate,USA,PayPal,75,1568.89,68.4,57.26,4.19,47,Fixed,24.03,92.44
6099,SEO,Fiverr,Expert,Canada,Bank Transfer,231,1490.83,79.74,90.24,3.2,49,Hourly,10.94,221.86
6100,Digital Marketing,Fiverr,Beginner,UK,Bank Transfer,57,6965.96,65.05,72.92,3.63,25,Hourly,28.91,290.15
6101,Graphic Design,Upwork,Expert,Canada,PayPal,128,768.06,62.93,77.95,3.75,66,Hourly,31.5,66.21
6102,SEO,Freelancer,Expert,Canada,Mobile Banking,96,5663.96,37.02,59.65,4.7,34,Hourly,70.3,225.83
6103,Digital Marketing,PeoplePerHour,Beginner,Australia,Bank Transfer,42,116.0,53.3,53.35,4.71,18,Hourly,26.76,162.23
6104,Customer Support,Fiverr,Intermediate,Australia,Crypto,135,9462.86,58.15,92.62,3.99,29,Fixed,53.39,496.0
6105,SEO,Fiverr,Beginner,Canada,Mobile Banking,11,116.0,30.06,99.34,4.48,43,Fixed,55.17,311.99
6106,App Development,Toptal,Beginner,UK,Mobile Banking,293,4137.79,36.33,50.28,3.35,68,Fixed,28.24,217.55
6107,Digital Marketing,Freelancer,Expert,USA,PayPal,11,634.72,85.66,72.48,3.8,50,Fixed,42.82,262.19
6108,App Development,Fiverr,Expert,Europe,Mobile Banking,195,9911.0,64.51,96.06,4.19,37,Fixed,22.72,195.58
6109,Graphic Design,PeoplePerHour,Expert,Australia,Mobile Banking,11,7359.8,39.2,59.45,3.43,35,Hourly,68.96,125.98
6110,Data Entry,Fiverr,Intermediate,Middle East,Bank Transfer,172,3240.65,32.83,86.96,3.69,51,Hourly,41.65,181.78
6111,Web Development,Fiverr,Expert,Middle East,Crypto,218,2520.24,30.89,83.59,4.23,39,Fixed,64.08,145.32
6112,Graphic Design,Fiverr,Beginner,UK,Mobile Banking,149,4077.76,52.35,74.12,3.51,52,Hourly,68.31,495.84
6113,Web Development,Toptal,Intermediate,UK,Mobile Banking,249,2334.1,34.52,75.25,3.9,5,Fixed,39.95,310.9
6114,Web Development,Freelancer,Beginner,Europe,Crypto,164,447.03,38.54,99.34,4.08,48,Hourly,11.6,331.19
6115,Graphic Design,Toptal,Expert,Canada,Bank Transfer,220,9911.0,91.32,83.76,4.25,20,Fixed,50.81,277.7
6116,App Development,Freelancer,Expert,UK,Crypto,11,3499.75,10.78,57.47,3.55,89,Fixed,65.79,24.21
6117,Web Development,Toptal,Expert,Europe,Bank Transfer,11,788.07,37.92,50.88,3.04,39,Fixed,58.37,192.33
6118,Content Writing,Fiverr,Intermediate,Canada,Bank Transfer,250,9911.0,61.51,61.04,4.3,56,Fixed,54.65,9.0
6119,App Development,Toptal,Expert,Canada,Bank Transfer,150,3666.64,92.34,67.67,3.97,23,Fixed,39.81,382.25
6120,Graphic Design,PeoplePerHour,Intermediate,Middle East,Bank Transfer,279,8254.61,64.8,92.25,4.4,18,Fixed,33.84,496.0
6121,Content Writing,Toptal,Expert,Canada,Mobile Banking,129,1066.48,42.18,63.15,3.78,49,Hourly,51.9,452.57
6122,Digital Marketing,Fiverr,Intermediate,USA,Mobile Banking,147,3612.54,68.39,50.28,3.19,50,Fixed,29.07,94.44
6123,Data Entry,Fiverr,Intermediate,Middle East,Crypto,199,5399.32,31.83,52.18,4.69,36,Fixed,10.45,461.32
6124,Customer Support,Freelancer,Expert,Europe,Crypto,229,3105.73,48.0,84.42,4.52,68,Hourly,46.58,207.36
6125,SEO,Freelancer,Beginner,Australia,Crypto,179,2939.54,65.22,90.1,4.21,86,Hourly,15.61,324.35
6126,Customer Support,Freelancer,Beginner,USA,Mobile Banking,119,2900.68,14.34,90.1,4.45,36,Fixed,33.94,398.28
6127,Digital Marketing,Toptal,Expert,UK,PayPal,71,5184.63,62.44,83.08,3.52,83,Fixed,79.32,106.5
6128,Web Development,Fiverr,Intermediate,USA,PayPal,133,7222.46,99.83,67.17,4.44,75,Hourly,51.38,303.97
6129,Web Development,PeoplePerHour,Beginner,Europe,PayPal,145,2313.68,45.86,85.06,3.99,89,Fixed,67.27,178.01
6130,Web Development,Fiverr,Beginner,UK,Bank Transfer,125,5273.86,45.45,66.87,3.19,40,Fixed,35.06,496.0
6131,Graphic Design,Fiverr,Beginner,Europe,PayPal,273,2485.43,38.26,92.39,5.0,25,Hourly,65.29,299.14
6132,Content Writing,Freelancer,Beginner,Middle East,Crypto,192,3674.05,72.48,78.8,4.65,45,Fixed,45.42,9.0
6133,Data Entry,Freelancer,Beginner,USA,Crypto,15,7864.52,17.06,99.34,3.46,52,Hourly,79.32,129.35
6134,Web Development,PeoplePerHour,Beginner,Australia,Crypto,161,116.0,99.83,73.48,4.84,37,Hourly,41.04,377.58
6135,Web Development,Freelancer,Expert,USA,Bank Transfer,162,8353.86,45.08,70.85,4.24,52,Fixed,76.85,227.76
6136,Data Entry,Toptal,Beginner,UK,PayPal,77,4863.76,8.34,66.32,5.0,30,Hourly,79.32,217.88
6137,App Development,Toptal,Expert,Australia,PayPal,11,9911.0,38.04,80.57,3.87,59,Fixed,45.55,40.71
6138,Customer Support,Freelancer,Beginner,UK,Mobile Banking,102,3130.69,51.59,71.05,3.67,42,Fixed,44.15,28.71
6139,Digital Marketing,Fiverr,Expert,Canada,Crypto,192,6312.69,47.09,70.88,4.16,58,Fixed,33.88,403.56
6140,Web Development,Freelancer,Expert,UK,PayPal,56,4955.38,21.06,81.55,3.86,20,Hourly,78.24,347.79
6141,Graphic Design,Freelancer,Beginner,Australia,Crypto,221,116.0,42.31,86.26,3.54,25,Hourly,68.82,337.34
6142,SEO,Freelancer,Beginner,Middle East,Crypto,173,3553.29,13.61,69.32,4.52,33,Fixed,25.28,488.01
6143,Digital Marketing,Toptal,Intermediate,Australia,Bank Transfer,33,1060.09,66.58,75.59,4.19,59,Hourly,17.71,301.09
6144,Graphic Design,Freelancer,Expert,Middle East,Bank Transfer,11,470.22,56.77,56.61,3.6,26,Fixed,58.42,263.84
6145,Graphic Design,Toptal,Expert,Australia,Bank Transfer,293,8489.27,54.76,65.72,4.62,68,Fixed,32.99,312.92
6146,Graphic Design,PeoplePerHour,Expert,UK,Crypto,54,1598.69,53.63,69.1,3.2,73,Fixed,19.24,496.0
6147,Content Writing,Fiverr,Expert,Middle East,Mobile Banking,130,2228.26,46.18,67.76,3.96,13,Hourly,77.08,94.02
6148,Content Writing,Toptal,Intermediate,USA,Bank Transfer,293,9911.0,29.59,76.96,3.79,50,Fixed,43.7,367.9
6149,Graphic Design,Toptal,Expert,Australia,Crypto,206,2339.98,82.97,99.34,3.93,43,Fixed,33.74,168.92
6150,Graphic Design,Fiverr,Beginner,Middle East,Mobile Banking,161,5423.13,91.37,72.94,5.0,65,Fixed,51.33,459.91
6151,Web Development,Fiverr,Intermediate,Middle East,PayPal,96,6467.75,90.14,59.27,4.54,51,Fixed,25.54,304.34
6152,Graphic Design,Upwork,Expert,Canada,PayPal,11,5210.91,27.59,71.97,4.08,30,Hourly,47.6,9.0
6153,SEO,Fiverr,Intermediate,Canada,Bank Transfer,118,116.0,62.49,80.26,4.93,51,Hourly,79.32,9.0
6154,Data Entry,Toptal,Beginner,Canada,PayPal,293,8086.15,61.3,59.44,4.1,57,Hourly,78.21,274.61
6155,Content Writing,Upwork,Expert,Middle East,Mobile Banking,149,7543.05,91.57,83.99,4.78,83,Hourly,23.88,454.07
6156,Customer Support,Toptal,Expert,Europe,Mobile Banking,11,4414.88,8.34,77.36,5.0,51,Fixed,66.88,327.78
6157,Content Writing,Upwork,Expert,UK,Crypto,209,7146.19,24.62,80.18,4.52,28,Fixed,29.5,359.62
6158,Digital Marketing,Freelancer,Intermediate,Middle East,PayPal,151,534.6,71.97,85.73,4.22,35,Fixed,54.7,449.91
6159,Web Development,Upwork,Expert,USA,Bank Transfer,53,8946.41,57.01,90.94,3.16,27,Hourly,15.3,200.31
6160,Web Development,Toptal,Intermediate,Canada,Crypto,293,866.14,45.86,93.46,4.04,50,Fixed,27.92,311.8
6161,SEO,Toptal,Beginner,Australia,Bank Transfer,106,9200.9,17.61,90.76,3.18,45,Hourly,31.91,196.02
6162,Content Writing,Upwork,Expert,Middle East,Crypto,248,5054.6,8.34,69.47,4.78,64,Fixed,64.19,131.03
6163,Customer Support,Toptal,Expert,Europe,Bank Transfer,215,4545.86,81.54,71.64,4.95,74,Fixed,40.11,496.0
6164,Graphic Design,Freelancer,Expert,Europe,PayPal,279,9911.0,99.83,74.11,4.29,32,Hourly,70.98,496.0
6165,Digital Marketing,Freelancer,Expert,Middle East,Mobile Banking,158,1581.22,27.41,92.92,4.7,50,Hourly,52.53,495.68
6166,Digital Marketing,Freelancer,Expert,Australia,Mobile Banking,110,8503.31,62.45,79.66,3.3,43,Fixed,10.48,150.57
6167,SEO,PeoplePerHour,Beginner,Canada,PayPal,160,1441.32,65.22,63.54,3.65,46,Fixed,44.02,77.03
6168,Web Development,PeoplePerHour,Expert,Asia,Crypto,116,5461.36,54.8,69.9,4.43,66,Hourly,34.71,183.96
6169,Graphic Design,Fiverr,Beginner,Middle East,Mobile Banking,184,116.0,33.67,63.77,3.04,61,Hourly,60.01,336.67
6170,App Development,Freelancer,Expert,USA,Crypto,293,6338.78,55.37,57.15,3.43,61,Fixed,18.03,357.98
6171,SEO,Upwork,Beginner,UK,Bank Transfer,188,8935.82,73.78,78.64,4.17,41,Fixed,41.27,173.61
6172,Graphic Design,Toptal,Expert,Europe,PayPal,206,7981.33,63.78,85.79,4.95,89,Fixed,37.75,195.67
6173,Customer Support,PeoplePerHour,Expert,USA,Mobile Banking,85,5014.03,24.31,96.44,4.23,49,Hourly,69.91,163.01
6174,Web Development,Fiverr,Intermediate,Middle East,Mobile Banking,277,5791.4,70.13,96.24,4.81,64,Fixed,10.45,297.43
6175,Customer Support,Freelancer,Expert,Europe,Bank Transfer,15,4917.05,99.83,81.01,4.97,14,Hourly,10.45,496.0
6176,App Development,Freelancer,Expert,Australia,Crypto,70,6188.97,25.72,71.58,4.89,62,Fixed,79.32,136.17
6177,Graphic Design,Freelancer,Intermediate,Middle East,Crypto,277,2062.25,84.27,56.91,3.25,26,Hourly,48.63,158.54
6178,Web Development,Upwork,Beginner,Middle East,Crypto,160,7717.88,27.67,99.34,4.3,36,Hourly,55.0,31.94
6179,Digital Marketing,Upwork,Intermediate,Australia,Bank Transfer,81,7254.25,73.01,68.65,3.23,25,Hourly,79.32,406.85
6180,Graphic Design,Upwork,Beginner,Middle East,PayPal,163,5335.95,40.91,73.67,3.77,39,Fixed,79.32,9.0
6181,App Development,Freelancer,Beginner,Canada,Bank Transfer,223,116.0,69.18,74.68,4.69,40,Fixed,61.73,365.35
6182,Data Entry,PeoplePerHour,Beginner,Australia,Crypto,146,1419.26,43.91,87.45,3.88,3,Fixed,64.42,113.76
6183,Content Writing,Fiverr,Intermediate,Europe,Bank Transfer,198,5145.82,8.34,69.44,4.35,41,Fixed,59.6,66.98
6184,Web Development,Upwork,Expert,USA,Crypto,112,7643.68,75.17,54.16,4.99,38,Fixed,57.66,150.5
6185,Graphic Design,Upwork,Expert,Australia,Bank Transfer,273,3554.48,87.49,50.28,3.7,31,Hourly,37.47,191.43
